22.33,2351890,22.32,"CHF","10/6/2016",22.29,22.37,22.33,"ABB LTD N",22.33,22.19,"+0.63%","ABBN.VX","10:25am",989714,"EBS"
59.90,722983,59.85,"CHF","10/6/2016",59.85,60.60,59.90,"RICHEMONT N",60.35,60.35,"-0.75%","CFR.VX","10:26am",210666,"EBS"
76.05,1927060,76.00,"CHF","10/6/2016",75.90,76.35,76.05,"NESTLE N",76.20,76.15,"-0.13%","NESN.VX","10:25am",1407742,"EBS"
77.25,4014220,77.20,"CHF","10/6/2016",77.05,77.35,77.25,"NOVARTIS N",77.15,77.20,"+0.06%","NOVN.VX","10:26am",701725,"EBS"
239.80,471851,239.70,"CHF","10/6/2016",239.70,241.50,239.70,"ROCHE GS",241.50,240.70,"-0.42%","ROG.VX","10:26am",141411,"EBS"
429.00,76496,428.80,"CHF","10/6/2016",428.50,429.40,429.00,"SYNGENTA N",429.00,430.00,"-0.23%","SYNN.VX","10:24am",22829,"EBS"
13.79,2033470,13.77,"CHF","10/6/2016",13.74,13.95,13.77,"UBS GROUP N",13.80,13.74,"+0.22%","UBSG.VX","10:26am",2504876,"EBS"
256.30,323187,256.20,"CHF","10/6/2016",255.40,257.50,256.20,"ZURICH INSURANCE N",255.80,255.70,"+0.20%","ZURN.VX","10:25am",84233,"EBS"
